time,forecast_mw
2025-10-12 03:45:00+02:00,8670.17
2025-10-12 04:00:00+02:00,8865.51
2025-10-12 04:15:00+02:00,9055.01
2025-10-12 04:30:00+02:00,9246.01
2025-10-12 04:45:00+02:00,9441.82
2025-10-12 05:00:00+02:00,9630.71
2025-10-12 05:15:00+02:00,9777.5
2025-10-12 05:30:00+02:00,9924.66
2025-10-12 05:45:00+02:00,10069.69
2025-10-12 06:00:00+02:00,10371.63
2025-10-12 06:15:00+02:00,10505.35
2025-10-12 06:30:00+02:00,10640.77
2025-10-12 06:45:00+02:00,10769.28
2025-10-12 07:00:00+02:00,10887.96
2025-10-12 07:15:00+02:00,10960.87
2025-10-12 07:30:00+02:00,11022.82
2025-10-12 07:45:00+02:00,11082.11
2025-10-12 08:00:00+02:00,11115.58
2025-10-12 08:15:00+02:00,11133.88
2025-10-12 08:30:00+02:00,11151.62
2025-10-12 08:45:00+02:00,11167.83
2025-10-12 09:00:00+02:00,11154.34
2025-10-12 09:15:00+02:00,11116.62
2025-10-12 09:30:00+02:00,11077.61
2025-10-12 09:45:00+02:00,11024.03
2025-10-12 10:00:00+02:00,10981.36
2025-10-12 10:15:00+02:00,10984.74
2025-10-12 10:30:00+02:00,10989.67
2025-10-12 10:45:00+02:00,10991.76
2025-10-12 11:00:00+02:00,10993.95
2025-10-12 11:15:00+02:00,11063.28
2025-10-12 11:30:00+02:00,11137.0
2025-10-12 11:45:00+02:00,11210.54
2025-10-12 12:00:00+02:00,11279.89
2025-10-12 12:15:00+02:00,11293.93
2025-10-12 12:30:00+02:00,11308.29
2025-10-12 12:45:00+02:00,11318.21
2025-10-12 13:00:00+02:00,11334.3
2025-10-12 13:15:00+02:00,11370.58
2025-10-12 13:30:00+02:00,11401.36
2025-10-12 13:45:00+02:00,11448.76
2025-10-12 14:00:00+02:00,11489.34
2025-10-12 14:15:00+02:00,11469.39
2025-10-12 14:30:00+02:00,11404.5
2025-10-12 14:45:00+02:00,11313.33
2025-10-12 15:00:00+02:00,11190.11
2025-10-12 15:15:00+02:00,11047.72
2025-10-12 15:30:00+02:00,10903.35
2025-10-12 15:45:00+02:00,10738.93
2025-10-12 16:00:00+02:00,10532.2
2025-10-12 16:15:00+02:00,10231.29
2025-10-12 16:30:00+02:00,9935.85
2025-10-12 16:45:00+02:00,9641.79
2025-10-12 17:00:00+02:00,9391.84
2025-10-12 17:15:00+02:00,9208.65
2025-10-12 17:30:00+02:00,9030.46
2025-10-12 17:45:00+02:00,8868.95
2025-10-12 18:00:00+02:00,8709.11
2025-10-12 18:15:00+02:00,8613.48
2025-10-12 18:30:00+02:00,8533.62
2025-10-12 18:45:00+02:00,8428.89
2025-10-12 19:00:00+02:00,8323.54
2025-10-12 19:15:00+02:00,8187.26
2025-10-12 19:30:00+02:00,8050.34
2025-10-12 19:45:00+02:00,7897.18
2025-10-12 20:00:00+02:00,7726.24
2025-10-12 20:15:00+02:00,7540.35
2025-10-12 20:30:00+02:00,7335.5
2025-10-12 20:45:00+02:00,7114.79
2025-10-12 21:00:00+02:00,6855.79
2025-10-12 21:15:00+02:00,6555.66
2025-10-12 21:30:00+02:00,6276.06
2025-10-12 21:45:00+02:00,6006.41
2025-10-12 22:00:00+02:00,5760.98
2025-10-12 22:15:00+02:00,5574.02
2025-10-12 22:30:00+02:00,5389.92
2025-10-12 22:45:00+02:00,5216.73
2025-10-12 23:00:00+02:00,5031.62
2025-10-12 23:15:00+02:00,4860.12
2025-10-12 23:30:00+02:00,4687.02
2025-10-12 23:45:00+02:00,4516.96
2025-10-13 00:00:00+02:00,3986.48
2025-10-13 00:15:00+02:00,3835.27
2025-10-13 00:30:00+02:00,3684.49
2025-10-13 00:45:00+02:00,3537.85
2025-10-13 01:00:00+02:00,3396.55
2025-10-13 01:15:00+02:00,3273.78
2025-10-13 01:30:00+02:00,3160.89
2025-10-13 01:45:00+02:00,3057.45
2025-10-13 02:00:00+02:00,2974.57
2025-10-13 02:15:00+02:00,2905.6
2025-10-13 02:30:00+02:00,2826.13
2025-10-13 02:45:00+02:00,2739.07
2025-10-13 03:00:00+02:00,2652.85
2025-10-13 03:15:00+02:00,2566.2
2025-10-13 03:30:00+02:00,2479.23
2025-10-13 03:45:00+02:00,2395.18
2025-10-13 04:00:00+02:00,2318.89
2025-10-13 04:15:00+02:00,2256.78
2025-10-13 04:30:00+02:00,2197.53
2025-10-13 04:45:00+02:00,2136.57
2025-10-13 05:00:00+02:00,2084.74
2025-10-13 05:15:00+02:00,2043.2
2025-10-13 05:30:00+02:00,2000.2
2025-10-13 05:45:00+02:00,1959.5
2025-10-13 06:00:00+02:00,1915.78
2025-10-13 06:15:00+02:00,1866.32
2025-10-13 06:30:00+02:00,1817.77
2025-10-13 06:45:00+02:00,1776.54
2025-10-13 07:00:00+02:00,1738.31
2025-10-13 07:15:00+02:00,1711.24
2025-10-13 07:30:00+02:00,1694.79
2025-10-13 07:45:00+02:00,1684.6
2025-10-13 08:00:00+02:00,1673.27
2025-10-13 08:15:00+02:00,1655.38
2025-10-13 08:30:00+02:00,1619.32
2025-10-13 08:45:00+02:00,1573.14
2025-10-13 09:00:00+02:00,1502.74
2025-10-13 09:15:00+02:00,1418.49
2025-10-13 09:30:00+02:00,1331.34
2025-10-13 09:45:00+02:00,1228.9
2025-10-13 10:00:00+02:00,1130.51
2025-10-13 10:15:00+02:00,1074.08
2025-10-13 10:30:00+02:00,1017.21
2025-10-13 10:45:00+02:00,965.02
2025-10-13 11:00:00+02:00,917.21
2025-10-13 11:15:00+02:00,916.65
2025-10-13 11:30:00+02:00,918.14
2025-10-13 11:45:00+02:00,919.63
2025-10-13 12:00:00+02:00,923.5
2025-10-13 12:15:00+02:00,932.19
2025-10-13 12:30:00+02:00,943.51
2025-10-13 12:45:00+02:00,959.37
2025-10-13 13:00:00+02:00,978.37
2025-10-13 13:15:00+02:00,1001.14
2025-10-13 13:30:00+02:00,1028.6
2025-10-13 13:45:00+02:00,1058.31
2025-10-13 14:00:00+02:00,1096.21
2025-10-13 14:15:00+02:00,1142.38
